Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
[Human engineering study on nursing schedules: in search of better work schedules. 2. Monthly statistics on fatigue and contrast between adaptation to work and fatigue of new employees].,/pubmed/3646424,"Tachihara S, Sano S, Mitsuishi S, Tsunoda M, Sugahara N, Sakurai Y.",Kango Tenbo. 1987 Feb;12(3):343-9. Japanese.  No abstract available. ,Kango Tenbo.  1987,PubMed,citation,PMID:3646424,pubmed,3646424,create date:1987/02/01 | first author:Tachihara S
[Human engineering study of nursing shifts. 1. Interrelationship between seasonal temperature and humidity changes and fatigue indices].,/pubmed/3645195,"Mitsuo T, Azuma K, Tachihara S, Yamaguchi A, Hoshino N.",Kango Tenbo. 1987 Jan;12(1):70-7. Japanese.  No abstract available. ,Kango Tenbo.  1987,PubMed,citation,PMID:3645195,pubmed,3645195,create date:1987/01/01 | first author:Mitsuo T
"A simple model to link hemodynamics, fatigue and endurance in static work.",/pubmed/3611139,Morton RH.,J Biomech. 1987;20(6):641-4.,J Biomech.  1987,PubMed,citation,PMID:3611139,pubmed,3611139,create date:1987/01/01 | first author:Morton RH
[Fatigue in women performing work with predominantly dynamic effort. II. The social working environment and the feeling of fatigue].,/pubmed/3451014,Kluge G.,Med Pr. 1987;38(6):414-20. Polish. ,Med Pr.  1987,PubMed,citation,PMID:3451014,pubmed,3451014,create date:1987/01/01 | first author:Kluge G
Fatigue of accommodation: changes in accommodation after near work.,/pubmed/3777117,Carey JM.,Am J Optom Physiol Opt. 1986 Oct;63(10):855-6. No abstract available. ,Am J Optom Physiol Opt.  1986,PubMed,citation,PMID:3777117,pubmed,3777117,create date:1986/10/01 | first author:Carey JM
"[Changes in ocular accommodation found in a study of clothing manufacturing workers, with a view toward preventing the development of eye fatigue].",/pubmed/2946054,"Popa DP, Popescu MP, Născuţi C.",Rev Chir Oncol Radiol O R L Oftalmol Stomatol Ser Oftalmol. 1986 Jul-Sep;30(3):175-90. Romanian.  No abstract available. ,Rev Chir Oncol Radiol O R L Oftalmol Stomatol Ser Oftalmol.  1986,PubMed,citation,PMID:2946054,pubmed,2946054,create date:1986/07/01 | first author:Popa DP
[Electromechanical manifestations of muscular fatigue during static work].,/pubmed/2949470,Delhez L.,Acta Belg Med Phys. 1986 Apr-Jun;9(2):99-107. French.  No abstract available. ,Acta Belg Med Phys.  1986,PubMed,citation,PMID:2949470,pubmed,2949470,create date:1986/04/01 | first author:Delhez L
Muscle activity and fatigue in the shoulder muscles during repetitive work. An electromyographic study.,/pubmed/3948856,Christensen H.,Eur J Appl Physiol Occup Physiol. 1986;54(6):596-601.,Eur J Appl Physiol Occup Physiol.  1986,PubMed,citation,PMID:3948856,pubmed,3948856,create date:1986/01/01 | first author:Christensen H
[Assessment of visual fatigue and work capacity evaluation of electronics industry workers].,/pubmed/3822351,"Semenova GS, Semakina GN, Fil'ts MA, Novak OP, Abashina NN.",Oftalmol Zh. 1986;(8):460-3. Russian.  No abstract available. ,Oftalmol Zh.  1986,PubMed,citation,PMID:3822351,pubmed,3822351,create date:1986/01/01 | first author:Semenova GS
[Several general questions concerning the work capacity and fatigue of operators in visually demanding jobs].,/pubmed/3822348,Somov EE.,Oftalmol Zh. 1986;(8):452-5. Russian.  No abstract available. ,Oftalmol Zh.  1986,PubMed,citation,PMID:3822348,pubmed,3822348,create date:1986/01/01 | first author:Somov EE
[Fatigue in women conducting work with predominantly dynamic effort. I. Work demands and type of signs of fatigue].,/pubmed/3784904,"Sprusińska E, Makowska Z.",Med Pr. 1986;37(4):250-9. Polish. ,Med Pr.  1986,PubMed,citation,PMID:3784904,pubmed,3784904,create date:1986/01/01 | first author:Sprusińska E
Fatigue of accommodation: changes in accommodation after visual work.,/pubmed/4083329,"Pigion RG, Miller RJ.",Am J Optom Physiol Opt. 1985 Dec;62(12):853-63.,Am J Optom Physiol Opt.  1985,PubMed,citation,PMID:4083329,pubmed,4083329,create date:1985/12/01 | first author:Pigion RG
[Symptoms of work fatigue in gynecologists and obstetricians].,/pubmed/3833621,"Nowacki H, Woś-Ahmadi D.",Ginekol Pol. 1985 Dec;56(12):786-90. Polish.  No abstract available. ,Ginekol Pol.  1985,PubMed,citation,PMID:3833621,pubmed,3833621,create date:1985/12/01 | first author:Nowacki H
"[The occupational environment and health of slaughterhouse workers. IV. Stress, fatigue and psychosomatic symptoms].",/pubmed/3875175,Kristensen TS.,Ugeskr Laeger. 1985 May 20;147(21):1713-20. Danish.  No abstract available. ,Ugeskr Laeger.  1985,PubMed,citation,PMID:3875175,pubmed,3875175,create date:1985/05/20 | first author:Kristensen TS
[Stimulating effects of eleuterococcus and Chinese schizandra used for prevention of visual fatigue during work connected with color discrimination].,/pubmed/6530163,"Sosnova TL, Golubev VV, Plekhanova NA, Afanas'ev AN.",Gig Sanit. 1984 Dec;(12):7-9. Russian.  No abstract available. ,Gig Sanit.  1984,PubMed,citation,PMID:6530163,pubmed,6530163,create date:1984/12/01 | first author:Sosnova TL
[Fatigue-free and healthy work].,/pubmed/6596246,[No authors listed],"Dent Dienst. 1984 Oct;(10):14, 16-8. German.  No abstract available. ",Dent Dienst.  1984,PubMed,citation,PMID:6596246,pubmed,6596246,create date:1984/10/01
[Workers' subjective feeling of fatigue and attitudes towards work--effects of age and job difference].,/pubmed/6149606,"Kumashiro M, Nagae S.",J UOEH. 1984 Sep 1;6(3):273-81. Japanese. ,J UOEH.  1984,PubMed,citation,PMID:6149606,pubmed,6149606,create date:1984/09/01 | first author:Kumashiro M
[An evaluation of the relationship between fatigue and intake of alcohols on the adult workers (I)--Analysis by inquiries and examinations].,/pubmed/6537773,"Akamatsu T, Kusumoto M, Kamata K, Furumi K, Ohmine T, Inoue N, Sato K, Kajiwara M, Nagamori H.",Arukoru Kenkyuto Yakubutsu Ison. 1984 Jun;19(2):107-17. Japanese.  No abstract available. ,Arukoru Kenkyuto Yakubutsu Ison.  1984,PubMed,citation,PMID:6537773,pubmed,6537773,create date:1984/06/01 | first author:Akamatsu T
[Changes in muscle work capacity and electrical activity during the development and compensation of fatigue under stressed muscle work].,/pubmed/6532845,Monogarov VD.,Fiziol Cheloveka. 1984 Mar-Apr;10(2):299-309. Russian.  No abstract available. ,Fiziol Cheloveka.  1984,PubMed,citation,PMID:6532845,pubmed,6532845,create date:1984/03/01 | first author:Monogarov VD
Determination of a fatigue curve as a function of electromyography and mechanical work.,/pubmed/18806390,"Delacerda FG, Claypool LP.",J Orthop Sports Phys Ther. 1984;5(6):332-5.,J Orthop Sports Phys Ther.  1984,PubMed,citation,PMID:18806390,pubmed,18806390,create date:1984/01/01 | first author:Delacerda FG
"[Subjective feelings of fatigue in plant operators in relation to age, length of service and aerobic work capacity level].",/pubmed/6698424,Khizhin'ski K.,Gig Tr Prof Zabol. 1984 Jan;(1):14-7. Russian.  No abstract available. ,Gig Tr Prof Zabol.  1984,PubMed,citation,PMID:6698424,pubmed,6698424,create date:1984/01/01 | first author:Khizhin'ski K
A study of fatigue during repetitive static work performed in two different segmental positions.,/pubmed/6542516,"Kahn JF, Monod H.",Eur J Appl Physiol Occup Physiol. 1984;53(2):169-74.,Eur J Appl Physiol Occup Physiol.  1984,PubMed,citation,PMID:6542516,pubmed,6542516,create date:1984/01/01 | first author:Kahn JF
"Interaction of temperature, illuminance and apparent time on sedentary work fatigue.",/pubmed/6142820,"Nelson TM, Nilsson TH, Johnson M.",Ergonomics. 1984 Jan;27(1):89-101. No abstract available. ,Ergonomics.  1984,PubMed,citation,PMID:6142820,pubmed,6142820,create date:1984/01/01 | first author:Nelson TM
Accommodation fatigue and dark focus: the effects of accommodation-free visual work as assessed by two psychophysical methods.,/pubmed/6664808,"Miller RJ, Pigion RG, Wesner MF, Patterson JG.",Percept Psychophys. 1983 Dec;34(6):532-40. No abstract available. ,Percept Psychophys.  1983,PubMed,citation,PMID:6664808,pubmed,6664808,create date:1983/12/01 | first author:Miller RJ
[Study of the etiology of fatigue during physical work with exposure to local vibration].,/pubmed/6654138,"Moĭkin IuV, Govorkov AV, Kriukova LN, Kudriavtsev IG, Poberezhskaia AS.",Gig Tr Prof Zabol. 1983 Nov;(11):9-13. Russian.  No abstract available. ,Gig Tr Prof Zabol.  1983,PubMed,citation,PMID:6654138,pubmed,6654138,create date:1983/11/01 | first author:Moĭkin IuV
[Factors causing fatigue in female industrial workers].,/pubmed/6888260,"Kirschner H, Ostrowska A, Sawicka B, Szewczyński J, Woroszylska J.",Med Pr. 1983;34(2):141-8. Polish. ,Med Pr.  1983,PubMed,citation,PMID:6888260,pubmed,6888260,create date:1983/01/01 | first author:Kirschner H
[Visual fatigue during work associated with increased visual loading].,/pubmed/6672823,"Koĭcheva V, Zlateva V.",Probl Khig. 1983;8:21-7. Russian. ,Probl Khig.  1983,PubMed,citation,PMID:6672823,pubmed,6672823,create date:1983/01/01 | first author:Koĭcheva V
[Role of the degree of general physical work capacity in the development of fatigue under conditions of occupational hypokinesia].,/pubmed/7173665,Abol'ian LV.,Gig Tr Prof Zabol. 1982 Oct;(10):14-8. Russian.  No abstract available. ,Gig Tr Prof Zabol.  1982,PubMed,citation,PMID:7173665,pubmed,7173665,create date:1982/10/01 | first author:Abol'ian LV
[Work and subjective symptoms of fatigue].,/pubmed/7177029,"Binaschi S, Albonico G, Gelli E, Grassi M, Morelli di Popolo MR.",Med Lav. 1982 Jul-Aug;73(4):420-33. Italian.  No abstract available. ,Med Lav.  1982,PubMed,citation,PMID:7177029,pubmed,7177029,create date:1982/07/01 | first author:Binaschi S
[Age and fatigue as a result of local muscle work in humans].,/pubmed/7075817,Alferova TV.,Fiziol Zh. 1982 Mar-Apr;28(2):230-5. Russian.  No abstract available. ,Fiziol Zh.  1982,PubMed,citation,PMID:7075817,pubmed,7075817,create date:1982/03/01 | first author:Alferova TV
Role of music in the elimination of fatigue symptoms induced by monotonous work.,/pubmed/7186420,Ladenberger-Leo E.,Bull Inst Marit Trop Med Gdynia. 1982;33(1-2):81-90. No abstract available. ,Bull Inst Marit Trop Med Gdynia.  1982,PubMed,citation,PMID:7186420,pubmed,7186420,create date:1982/01/01 | first author:Ladenberger-Leo E
[Visual efficiency and rate of fatigue development in female workers assembling ferromagnetic memory elements].,/pubmed/7132204,"Nizankowska H, Tuszewska R, Koziorowska M.",Klin Oczna. 1982 Jan-Feb;84(1-2):15-6. Polish.  No abstract available. ,Klin Oczna.  1982,PubMed,citation,PMID:7132204,pubmed,7132204,create date:1982/01/01 | first author:Nizankowska H
[Work capacity and fatigue of helicopter pilots].,/pubmed/7062700,kamenskiĭ IuN.,Kosm Biol Aviakosm Med. 1982 Jan-Feb;16(1):55-8. Russian. ,Kosm Biol Aviakosm Med.  1982,PubMed,citation,PMID:7062700,pubmed,7062700,create date:1982/01/01 | first author:kamenskiĭ IuN
[Nature of cumulative fatigue in the dynamics of long periods of local muscle work].,/pubmed/7308798,Murav'eva OI.,Gig Tr Prof Zabol. 1981 Nov;(11):25-9. Russian.  No abstract available. ,Gig Tr Prof Zabol.  1981,PubMed,citation,PMID:7308798,pubmed,7308798,create date:1981/11/01 | first author:Murav'eva OI
Measurement of localized muscle fatigue in building work.,/pubmed/7318820,"Malmqvist R, Ekholm I, Lindström L, Petersén I, Ortengren R, Bjurö T, Herberts P, Kadefors R.",Ergonomics. 1981 Sep;24(9):695-709. No abstract available. ,Ergonomics.  1981,PubMed,citation,PMID:7318820,pubmed,7318820,create date:1981/09/01 | first author:Malmqvist R
Visual fatigue and occupational stress in VDT operators.,/pubmed/7275110,"Dainoff MJ, Happ A, Crane P.",Hum Factors. 1981 Aug;23(4):421-37. No abstract available. ,Hum Factors.  1981,PubMed,citation,PMID:7275110,pubmed,7275110,create date:1981/08/01 | first author:Dainoff MJ
Work load and fatigue in repetitive arm elevations.,/pubmed/7333271,Hagberg M.,Ergonomics. 1981 Jul;24(7):543-55. No abstract available. ,Ergonomics.  1981,PubMed,citation,PMID:7333271,pubmed,7333271,create date:1981/07/01 | first author:Hagberg M
[Design and construction of a fatigue test unit for prosthetic heart valves (author's transl)].,/pubmed/7213892,"Häussinger G, Reul H.",Biomed Tech (Berl). 1981 Jan-Feb;26(1-2):13-5. German.  No abstract available. ,Biomed Tech (Berl).  1981,PubMed,citation,PMID:7213892,pubmed,7213892,create date:1981/01/01 | first author:Häussinger G
A multivariate approach to feeling of fatigue in relation to individual workers' working and living conditions.,/pubmed/7288163,"Sawada S, Ohtsuka R, Suzuki S.",J Hum Ergol (Tokyo). 1980 Sep;9(1):23-33.,J Hum Ergol (Tokyo).  1980,PubMed,citation,PMID:7288163,pubmed,7288163,create date:1980/09/01 | first author:Sawada S
Muscular fatigue during global and local work.,/pubmed/7203488,"Kots YM, Aba-El'-Ela-Akhmed AE, Kuznetsov SP, Sin LD.",Hum Physiol. 1980 Jul-Aug;6(4):239-44. No abstract available. ,Hum Physiol.  1980,PubMed,citation,PMID:7203488,pubmed,7203488,create date:1980/07/01 | first author:Kots YM
[Tendon reflex latency as an index of fatigue and of the load on the neuromuscular apparatus of the hands of workers].,/pubmed/7372144,Kuchma VR.,Gig Tr Prof Zabol. 1980 Feb;(2):35-6. Russian.  No abstract available. ,Gig Tr Prof Zabol.  1980,PubMed,citation,PMID:7372144,pubmed,7372144,create date:1980/02/01 | first author:Kuchma VR
Peripheral fatigue during local static work of varied intensity.,/pubmed/7399535,"Kots YaM, Kuznetsov SP.",Hum Physiol. 1980 Jan-Feb;6(1):39-46. No abstract available. ,Hum Physiol.  1980,PubMed,citation,PMID:7399535,pubmed,7399535,create date:1980/01/01 | first author:Kots YaM
[Relation between hearing damage and hearing fatigue in textile industry workers exposed to a high level of noise].,/pubmed/7233261,Obradović Z.,Srp Arh Celok Lek. 1980 Jan;108(1):11-20. Serbian.  No abstract available. ,Srp Arh Celok Lek.  1980,PubMed,citation,PMID:7233261,pubmed,7233261,create date:1980/01/01 | first author:Obradović Z
[Posture and muscular fatigue during work with a book-keeping machine].,/pubmed/539160,"Hünting W, Maeda K, Grandjean E.",Soz Praventivmed. 1979 Aug;24(4):284-5. German. ,Soz Praventivmed.  1979,PubMed,citation,PMID:539160,pubmed,539160,create date:1979/08/01 | first author:Hünting W
[Change in the caloric equivalent of work during fatigue of isolated skeletal muscle].,/pubmed/446812,"Prudnikov VM, Bakharev AM.",Fiziol Zh. 1979 Mar-Apr;25(2):204-7. Russian.  No abstract available. ,Fiziol Zh.  1979,PubMed,citation,PMID:446812,pubmed,446812,create date:1979/03/01 | first author:Prudnikov VM
Practical aspects of the study of fatigue among shipyard workers.,/pubmed/548152,de Walden-Gałuszko K.,Bull Inst Marit Trop Med Gdynia. 1979;30(3-4):303-11. No abstract available. ,Bull Inst Marit Trop Med Gdynia.  1979,PubMed,citation,PMID:548152,pubmed,548152,create date:1979/01/01 | first author:de Walden-Gałuszko K
Fatigue changes in the myoelectric signal during periodic muscle work.,/pubmed/162321,Lindström L.,Bull Eur Physiopathol Respir. 1979;15 Suppl:107-15. No abstract available. ,Bull Eur Physiopathol Respir.  1979,PubMed,citation,PMID:162321,pubmed,162321,create date:1979/01/01 | first author:Lindström L
[Ocular fatigue induced due to work on visual screens].,/pubmed/706839,"Meyer JJ, Rey P, Korol S, Gramoni R.",Soz Praventivmed. 1978 Aug;23(4):295-6. French. ,Soz Praventivmed.  1978,PubMed,citation,PMID:706839,pubmed,706839,create date:1978/08/01 | first author:Meyer JJ
"[Work, fatigue, and critical visual fusion frequency].",/pubmed/679936,"Volle MA, Brisson GR, Dion M, Tanaka M.",Ergonomics. 1978 Jul;21(7):551-8. French.  No abstract available. ,Ergonomics.  1978,PubMed,citation,PMID:679936,pubmed,679936,create date:1978/07/01 | first author:Volle MA
Workload and operational fatigue in helicopter pilots.,/pubmed/637801,Rotondo G.,Aviat Space Environ Med. 1978 Feb;49(2):430-6.,Aviat Space Environ Med.  1978,PubMed,citation,PMID:637801,pubmed,637801,create date:1978/02/01 | first author:Rotondo G
Muscle load and fatigue of film rolling workers.,/pubmed/617653,"Onishi N, Sakai K, Itani T, Shindo H.",J Hum Ergol (Tokyo). 1977 Dec;6(2):179-86.,J Hum Ergol (Tokyo).  1977,PubMed,citation,PMID:617653,pubmed,617653,create date:1977/12/01 | first author:Onishi N
[Fatigue in nurses. Muscle load in nursing care].,/pubmed/245234,Rey P.,Z Krankenpfl. 1977 Dec;70(12):425-31. French.  No abstract available. ,Z Krankenpfl.  1977,PubMed,citation,PMID:245234,pubmed,245234,create date:1977/12/01 | first author:Rey P
[Electromyographic analysis of the degree of fatigue of the postural muscles in man depending on the shape of the work seat].,/pubmed/858507,Kriukova DN.,Gig Tr Prof Zabol. 1977 Apr;(4):12-6. Russian.  No abstract available. ,Gig Tr Prof Zabol.  1977,PubMed,citation,PMID:858507,pubmed,858507,create date:1977/04/01 | first author:Kriukova DN
[Research in nursing--fatigue and ergonomic aspects in the work of the nurse].,/pubmed/1052013,"Mauro MY, de Souza Cordeiro D, Yanaguisawa K, da Conceição JE.",Rev Bras Enferm. 1976 Oct-Dec;29(4):7-24. Portuguese.  No abstract available. ,Rev Bras Enferm.  1976,PubMed,citation,PMID:1052013,pubmed,1052013,create date:1976/10/01 | first author:Mauro MY
[Principles for evaluating the work capacity and fatigue of sailors].,/pubmed/982893,"Sapov IA, Solodkov AS, Apanasenko GL, Shchegolev VS.",Voen Med Zh. 1976 Jul;(7):60-4. Russian.  No abstract available. ,Voen Med Zh.  1976,PubMed,citation,PMID:982893,pubmed,982893,create date:1976/07/01 | first author:Sapov IA
Mechanical work and fatigue: their roles in the development of muscle work capacity.,/pubmed/938215,"DeLateur BJ, Lehmann JF, Giaconi R.",Arch Phys Med Rehabil. 1976 Jul;57(1):319-24.,Arch Phys Med Rehabil.  1976,PubMed,citation,PMID:938215,pubmed,938215,create date:1976/07/01 | first author:DeLateur BJ
[Dynamics of restoration of work capacity and recuperative heat production following frog skeletal muscle fatigue].,/pubmed/1254045,Prudnikov VM.,Fiziol Zh. 1976 Jan-Feb;22(1):61-4. Ukrainian.  No abstract available. ,Fiziol Zh.  1976,PubMed,citation,PMID:1254045,pubmed,1254045,create date:1976/01/01 | first author:Prudnikov VM
"Psychological and psychophysiological aspects of work and fatigue. (A review of papers presented at PC-IAOH Sub-Committee meeting on Higher Nervous Functions, Prague, july, 1975).",/pubmed/1015202,Colquhoun P.,Act Nerv Super (Praha). 1976;18(4):257-63. No abstract available. ,Act Nerv Super (Praha).  1976,PubMed,citation,PMID:1015202,pubmed,1015202,create date:1976/01/01 | first author:Colquhoun P
[Operational fatigue in helicopter pilots].,/pubmed/17148,Rotondo G.,Riv Med Aeronaut Spaz. 1976 Jan-Jun;39(1-2):91-116. Italian.  No abstract available. ,Riv Med Aeronaut Spaz.  1976,PubMed,citation,PMID:17148,pubmed,17148,create date:1976/01/01 | first author:Rotondo G
[Mechanism of the discontinuance of work as a consequence of fatigue according to the change in the electromyogram in a hypnotic state].,/pubmed/1182294,"Moĭkin IuV, Poberezhskaia AS.",Biull Eksp Biol Med. 1975 Aug;80(8):12-4. Russian. ,Biull Eksp Biol Med.  1975,PubMed,citation,PMID:1182294,pubmed,1182294,create date:1975/08/01 | first author:Moĭkin IuV
"[Role of A.A Ukhtomskiĭ in the development of the problems of work, working capacity and fatigue (peculiarities and characteristics of these states in various age periods)].",/pubmed/1093901,Arshavskiĭ IA.,Fiziol Zh SSSR Im I M Sechenova. 1975 Jun;61(6):869-77. Russian. ,Fiziol Zh SSSR Im I M Sechenova.  1975,PubMed,citation,PMID:1093901,pubmed,1093901,create date:1975/06/01 | first author:Arshavskiĭ IA
[Age factor in auditory fatigue in occupational hearing disorders due to noise].,/pubmed/1120349,Novotný Z.,Cesk Otolaryngol. 1975 Feb;24(1):5-9. Czech.  No abstract available. ,Cesk Otolaryngol.  1975,PubMed,citation,PMID:1120349,pubmed,1120349,create date:1975/02/01 | first author:Novotný Z
Fatigue effects of light repetitive work on sensory motor coordination.,/pubmed/4413444,Gage H.,Am Ind Hyg Assoc J. 1974 Sep;35(9):525-37. No abstract available. ,Am Ind Hyg Assoc J.  1974,PubMed,citation,PMID:4413444,pubmed,4413444,create date:1974/09/01 | first author:Gage H
Quantitative evaluation of mechanical and electrical changes during fatigue loading of eccentric and concentric work.,/pubmed/4528697,"Komi PV, Rusko H.",Scand J Rehabil Med Suppl. 1974;3:121-6. No abstract available. ,Scand J Rehabil Med Suppl.  1974,PubMed,citation,PMID:4528697,pubmed,4528697,create date:1974/01/01 | first author:Komi PV
[Characteristics of the muscle biopotentials under static work to the point of complete fatigue].,/pubmed/4789711,Boĭko MI.,Fiziol Zh SSSR Im I M Sechenova. 1973 Sep;59(9):1377-84. Russian.  No abstract available. ,Fiziol Zh SSSR Im I M Sechenova.  1973,PubMed,citation,PMID:4789711,pubmed,4789711,create date:1973/09/01 | first author:Boĭko MI
The effect of fatigue upon inspection work.,/pubmed/15677118,Poulton EC.,Appl Ergon. 1973 Jun;4(2):73-83.,Appl Ergon.  1973,PubMed,citation,PMID:15677118,pubmed,15677118,create date:1973/06/01 | first author:Poulton EC
[Fatigue and ischemia of calf muscles following maximal and submaximal dynamic work in healthy subjects].,/pubmed/4744204,"Bollinger A, Tanner H, Schlumpf M, Grüntzig A.",Z Kardiol. 1973 Jun;62(6):535-44. German.  No abstract available. ,Z Kardiol.  1973,PubMed,citation,PMID:4744204,pubmed,4744204,create date:1973/06/01 | first author:Bollinger A
[Research on occupational fatigue in workers engaged in coil winding operations].,/pubmed/4701756,"Elias R, Mateescu R, Zotovici L.",Fiziol Norm Patol. 1973 Mar-Apr;19(2):165-73. Romanian.  No abstract available. ,Fiziol Norm Patol.  1973,PubMed,citation,PMID:4701756,pubmed,4701756,create date:1973/03/01 | first author:Elias R
Prediction of respiratory muscle fatigue by measurements of the work of breathing.,/pubmed/4569740,"Proctor HJ, Woolson R.",Surg Gynecol Obstet. 1973 Mar;136(3):367-70. No abstract available. ,Surg Gynecol Obstet.  1973,PubMed,citation,PMID:4569740,pubmed,4569740,create date:1973/03/01 | first author:Proctor HJ
[Energy value of muscular work in conditions of fatigue].,/pubmed/5086160,"Mikhaĭlov VV, Erdakov SV, Abrosimov VV, Sergienko VB.",Fiziol Zh SSSR Im I M Sechenova. 1972 Sep;58(9):1397-402. Russian.  No abstract available. ,Fiziol Zh SSSR Im I M Sechenova.  1972,PubMed,citation,PMID:5086160,pubmed,5086160,create date:1972/09/01 | first author:Mikhaĭlov VV
[Improved quality of work and lessened fatigue].,/pubmed/5283685,Bleicher P.,Chir Dent Fr. 1971 May 19;41(68):3-4. French.  No abstract available. ,Chir Dent Fr.  1971,PubMed,citation,PMID:5283685,pubmed,5283685,create date:1971/05/19 | first author:Bleicher P
"[Causes of fatigue during hard work (Vo2=2,5 1-min)].",/pubmed/5289896,"Havel V, Barták K, Skranc O.",Sb Ved Pr Lek Fak Karlovy Univerzity Hradci Kralove. 1971;14(2):185-96. French.  No abstract available. ,Sb Ved Pr Lek Fak Karlovy Univerzity Hradci Kralove.  1971,PubMed,citation,PMID:5289896,pubmed,5289896,create date:1971/01/01 | first author:Havel V
Experimental studies of muscular fatigue of Bengalees with increasing work loads under different environmental conditions.,/pubmed/5117623,"Maitra SR, Koyal SN.",Ergonomics. 1971 Jan;14(1):71-84. No abstract available. ,Ergonomics.  1971,PubMed,citation,PMID:5117623,pubmed,5117623,create date:1971/01/01 | first author:Maitra SR
Evaluation of methods for the determination of factors inducing fatigue in man at work.,/pubmed/5117620,Bulat PV.,Ergonomics. 1971 Jan;14(1):43-51. No abstract available. ,Ergonomics.  1971,PubMed,citation,PMID:5117620,pubmed,5117620,create date:1971/01/01 | first author:Bulat PV
Concepts of fatigue and vigilance in relation to railway operation.,/pubmed/4399024,Grant JS.,Ergonomics. 1971 Jan;14(1):111-8. No abstract available. ,Ergonomics.  1971,PubMed,citation,PMID:4399024,pubmed,4399024,create date:1971/01/01 | first author:Grant JS
"Muscular work, muscular fatigue and vegetative regulation of the heart activity and respiration.",/pubmed/5525685,"Mateeff D, Kiselkova E.",Izv Inst Fiziol (Sofiia). 1970;13:121-30. No abstract available. ,Izv Inst Fiziol (Sofiia).  1970,PubMed,citation,PMID:5525685,pubmed,5525685,create date:1970/01/01 | first author:Mateeff D
Fatigue caused by heavy muscular work.,/pubmed/5524171,el-Samra GH.,J Egypt Med Assoc. 1970;53(7):578-86. No abstract available. ,J Egypt Med Assoc.  1970,PubMed,citation,PMID:5524171,pubmed,5524171,create date:1970/01/01 | first author:el-Samra GH
"[Problems of adaptation to fatigue and occupational acoustic trauma. Experimental, anatomoclinical and audiometric study].",/pubmed/5427096,"Teodorescu L, Leibovici M, Stratulat E, Cornea I, Costinescu R.",Otorinolaringologie. 1970 Jan-Feb;15(1):9-24. Romanian.  No abstract available. ,Otorinolaringologie.  1970,PubMed,citation,PMID:5427096,pubmed,5427096,create date:1970/01/01 | first author:Teodorescu L
"[Diagnosis of fatigue, monotony and satiation experiences. Preliminary report on the construction of a quesionnaire].",/pubmed/4399931,Scholz OB.,Z Psychol Z Angew Psychol. 1970;178(3):203-25. German.  No abstract available. ,Z Psychol Z Angew Psychol.  1970,PubMed,citation,PMID:4399931,pubmed,4399931,create date:1970/01/01 | first author:Scholz OB
[Possibilities of prevention of ocular fatigue in workers engaged in road transport].,/pubmed/4394013,Popescu MP.,Fiziol Norm Patol. 1970;16(4):339-50. Romanian.  No abstract available. ,Fiziol Norm Patol.  1970,PubMed,citation,PMID:4394013,pubmed,4394013,create date:1970/01/01 | first author:Popescu MP
[Polyphysiographic and psychological study of the effects of fatigue induced by monotonous industrial work].,/pubmed/4391507,"Angeleri F, Granati A, Lenzi R, Ferroni A.",Med Lav. 1969 Aug-Sep;60(8):528-42. Italian.  No abstract available. ,Med Lav.  1969,PubMed,citation,PMID:4391507,pubmed,4391507,create date:1969/08/01 | first author:Angeleri F
Specificity of heavy work fatigue: absence of transfer from heavy leg work to coordination tasks using the arms.,/pubmed/5255572,Welch M.,Res Q. 1969 May;40(2):402-6. No abstract available. ,Res Q.  1969,PubMed,citation,PMID:5255572,pubmed,5255572,create date:1969/05/01 | first author:Welch M
Muscular work and fatigue--a review.,/pubmed/4905423,Pathak CL.,Indian J Physiol Pharmacol. 1969 Apr;13(2):87-97. Review. No abstract available. ,Indian J Physiol Pharmacol.  1969,PubMed,citation,PMID:4905423,pubmed,4905423,create date:1969/04/01 | first author:Pathak CL
[Ulnar pseudarthrosis following fatigue fracture with comments on occupational disease 45].,/pubmed/5768409,Nitsche F.,Arch Orthop Unfallchir. 1969;65(4):363-7. German.  No abstract available. ,Arch Orthop Unfallchir.  1969,PubMed,citation,PMID:5768409,pubmed,5768409,create date:1969/01/01 | first author:Nitsche F
"[""Work--fatigue--rest"". II].",/pubmed/5355712,Papierkowski J.,Przegl Lek. 1969;25(10):677-81. Polish.  No abstract available. ,Przegl Lek.  1969,PubMed,citation,PMID:5355712,pubmed,5355712,create date:1969/01/01 | first author:Papierkowski J
"[Problem: ""Work--fatigue--rest""].",/pubmed/5351104,Papierkowski J.,Przegl Lek. 1969;25(9):625-9. Polish.  No abstract available. ,Przegl Lek.  1969,PubMed,citation,PMID:5351104,pubmed,5351104,create date:1969/01/01 | first author:Papierkowski J
"Work, fatigue and the psychic state in epileptic patients: a telemetric EEG study.",/pubmed/4182621,"Vidart L, Geier S.",Electroencephalogr Clin Neurophysiol. 1968 Nov;25(5):511. No abstract available. ,Electroencephalogr Clin Neurophysiol.  1968,PubMed,citation,PMID:4182621,pubmed,4182621,create date:1968/11/01 | first author:Vidart L
